ENSG00000142207	ENSP00000372199
ENSG00000103342	ENSP00000398131
ENSG00000117410	ENSP00000434729
ENSG00000187173	ENSP00000357768
ENSG00000145495	ENSP00000274140
ENSG00000150995	ENSP00000306253
ENSG00000276043	ENSP00000479617
ENSG00000102893	ENSP00000313504
ENSG00000111231	ENSP00000442770
ENSG00000074319	ENSP00000251968
ENSG00000162892	ENSP00000375795
ENSG00000162517	ENSP00000362807
ENSG00000163041	ENSP00000355778
ENSG00000129250	ENSP00000320821
ENSG00000123411	ENSP00000262032
ENSG00000168679	ENSP00000358794
ENSG00000171051	ENSP00000471493
ENSG00000174233	ENSP00000311405
ENSG00000276600	ENSP00000479762
ENSG00000105486	ENSP00000263274
ENSG00000143947	ENSP00000272317
ENSG00000198075	ENSP00000272452
ENSG00000198380	ENSP00000349860
ENSG00000108384	ENSP00000336701
ENSG00000196683	ENSP00000351214
ENSG00000253293	ENSP00000283921
ENSG00000174437	ENSP00000440045
ENSG00000143921	ENSP00000272286
ENSG00000130158	ENSP00000294618
ENSG00000136206	ENSP00000258704
ENSG00000005007	ENSP00000470142
ENSG00000196428	ENSP00000354543
ENSG00000213047	ENSP00000479816
ENSG00000159479	ENSP00000290663
ENSG00000057019	ENSP00000321573
ENSG00000123091	ENSP00000242719
ENSG00000117298	ENSP00000364028
ENSG00000146648	ENSP00000275493
ENSG00000110848	ENSP00000228434
ENSG00000177873	ENSP00000411132
ENSG00000111254	ENSP00000228850
ENSG00000196465	ENSP00000450385
ENSG00000167767	ENSP00000378292
ENSG00000274211	ENSP00000482229
ENSG00000033627	ENSP00000264649
ENSG00000115648	ENSP00000264605
ENSG00000174243	ENSP00000310723
ENSG00000087470	ENSP00000449089
ENSG00000135838	ENSP00000258317
ENSG00000185966	ENSP00000357778
ENSG00000196876	ENSP00000346534
ENSG00000173706	ENSP00000311502
ENSG00000196805	ENSP00000357744
ENSG00000178075	ENSP00000350881
ENSG00000178035	ENSP00000321584
ENSG00000067208	ENSP00000359356
ENSG00000152430	ENSP00000314792
ENSG00000136689	ENSP00000259206
ENSG00000122482	ENSP00000337008
ENSG00000203811	ENSP00000358154
ENSG00000196242	ENSP00000355443
ENSG00000153563	ENSP00000386559
ENSG00000143333	ENSP00000356529
ENSG00000258465	ENSP00000451235
ENSG00000162643	ENSP00000294664
ENSG00000116661	ENSP00000346240
ENSG00000134389	ENSP00000256785
ENSG00000142748	ENSP00000270879
ENSG00000143442	ENSP00000271715
ENSG00000198938	ENSP00000354982
ENSG00000212907	ENSP00000354728
ENSG00000101280	ENSP00000371347
ENSG00000125820	ENSP00000366347
ENSG00000139734	ENSP00000383178
ENSG00000134779	ENSP00000464780
ENSG00000185989	ENSP00000335029
ENSG00000100519	ENSP00000401802
ENSG00000138964	ENSP00000391583
ENSG00000179242	ENSP00000484928
ENSG00000183579	ENSP00000443824
ENSG00000102302	ENSP00000364277
ENSG00000078401	ENSP00000368683
ENSG00000124145	ENSP00000361818
ENSG00000239839	ENSP00000328359
ENSG00000188419	ENSP00000350386
ENSG00000126001	ENSP00000380661
ENSG00000184983	ENSP00000418842
ENSG00000122033	ENSP00000370508
ENSG00000170779	ENSP00000337226
ENSG00000148484	ENSP00000367154
ENSG00000234127	ENSP00000410446
ENSG00000151876	ENSP00000281623
ENSG00000152465	ENSP00000367407
ENSG00000186184	ENSP00000302478
ENSG00000122952	ENSP00000363055
ENSG00000131055	ENSP00000365243
ENSG00000165476	ENSP00000362863
ENSG00000181192	ENSP00000263035
ENSG00000089006	ENSP00000366998
ENSG00000171867	ENSP00000368752
ENSG00000168621	ENSP00000409007
ENSG00000088256	ENSP00000078429
ENSG00000152348	ENSP00000282185
ENSG00000139618	ENSP00000369497
ENSG00000170162	ENSP00000320957
ENSG00000214078	ENSP00000317257
ENSG00000093167	ENSP00000338727
ENSG00000177096	ENSP00000312753
ENSG00000137106	ENSP00000313432
ENSG00000136319	ENSP00000258821
ENSG00000101986	ENSP00000218104
ENSG00000172534	ENSP00000309555
ENSG00000147164	ENSP00000481314
ENSG00000172461	ENSP00000302599
ENSG00000182601	ENSP00000330606
ENSG00000141646	ENSP00000341551
ENSG00000172301	ENSP00000304327
ENSG00000163132	ENSP00000372170
ENSG00000154274	ENSP00000284437
ENSG00000100056	ENSP00000252137
ENSG00000148331	ENSP00000277458
ENSG00000206203	ENSP00000382544
ENSG00000091651	ENSP00000219097
ENSG00000177706	ENSP00000322323
ENSG00000109171	ENSP00000264313
ENSG00000186350	ENSP00000419692
ENSG00000072364	ENSP00000265343
ENSG00000121380	ENSP00000309132
ENSG00000136986	ENSP00000259512
ENSG00000101558	ENSP00000345656
ENSG00000100249	ENSP00000216071
ENSG00000183668	ENSP00000270077
ENSG00000166263	ENSP00000365530
ENSG00000125352	ENSP00000360497
ENSG00000006210	ENSP00000006053
ENSG00000140876	ENSP00000268533
ENSG00000130770	ENSP00000335203
ENSG00000156096	ENSP00000305221
ENSG00000049323	ENSP00000386043
ENSG00000181610	ENSP00000320184
ENSG00000164402	ENSP00000367991
ENSG00000127472	ENSP00000364249
ENSG00000205029	ENSP00000367649
ENSG00000120437	ENSP00000356015
ENSG00000124587	ENSP00000303511
ENSG00000140557	ENSP00000268164
ENSG00000053254	ENSP00000343288
ENSG00000173227	ENSP00000377520
ENSG00000101438	ENSP00000217420
ENSG00000103942	ENSP00000305632
ENSG00000148362	ENSP00000360682
ENSG00000175809	ENSP00000323348
ENSG00000132376	ENSP00000413937
ENSG00000066777	ENSP00000262215
ENSG00000145861	ENSP00000377545
ENSG00000130348	ENSP00000358042
ENSG00000204544	ENSP00000365473
ENSG00000164100	ENSP00000296499
ENSG00000011454	ENSP00000362751
ENSG00000176407	ENSP00000386738
ENSG00000173120	ENSP00000432786
ENSG00000151466	ENSP00000281142
ENSG00000159399	ENSP00000290573
ENSG00000116675	ENSP00000360108
ENSG00000128218	ENSP00000248948
ENSG00000184347	ENSP00000332164
ENSG00000196632	ENSP00000346667
ENSG00000154447	ENSP00000284637
ENSG00000090060	ENSP00000216277
ENSG00000034713	ENSP00000037243
ENSG00000122756	ENSP00000368265
ENSG00000102104	ENSP00000369320
ENSG00000139726	ENSP00000280557
ENSG00000161265	ENSP00000292879
ENSG00000176723	ENSP00000322899
ENSG00000214415	ENSP00000381339
ENSG00000186765	ENSP00000334665
ENSG00000139970	ENSP00000267484
ENSG00000165699	ENSP00000298552
ENSG00000110931	ENSP00000312741
ENSG00000104888	ENSP00000221485
ENSG00000204316	ENSP00000308275
ENSG00000121058	ENSP00000240316
ENSG00000107625	ENSP00000362687
ENSG00000101152	ENSP00000354111
ENSG00000089177	ENSP00000384164
ENSG00000145375	ENSP00000274008
ENSG00000128594	ENSP00000249363
ENSG00000164338	ENSP00000296792
ENSG00000167702	ENSP00000301332
ENSG00000119392	ENSP00000308622
ENSG00000015133	ENSP00000374507
ENSG00000139351	ENSP00000376658
ENSG00000161714	ENSP00000479636
ENSG00000189159	ENSP00000348316
ENSG00000172006	ENSP00000321132
ENSG00000128654	ENSP00000249442
ENSG00000188176	ENSP00000373964
ENSG00000158941	ENSP00000310670
ENSG00000143842	ENSP00000356172
ENSG00000101901	ENSP00000378260
ENSG00000121281	ENSP00000378187
ENSG00000110619	ENSP00000369897
ENSG00000018408	ENSP00000419465
ENSG00000250565	ENSP00000304891
ENSG00000119723	ENSP00000333946
ENSG00000148053	ENSP00000277120
ENSG00000135525	ENSP00000482335
ENSG00000187097	ENSP00000335246
ENSG00000141522	ENSP00000269321
ENSG00000163273	ENSP00000387159
ENSG00000149133	ENSP00000278409
ENSG00000181752	ENSP00000323853
ENSG00000183549	ENSP00000327916
ENSG00000148835	ENSP00000358854
ENSG00000162244	ENSP00000418868
ENSG00000182180	ENSP00000362036
ENSG00000132510	ENSP00000254846
ENSG00000163501	ENSP00000295731
ENSG00000170365	ENSP00000426568
ENSG00000175390	ENSP00000431800
ENSG00000184545	ENSP00000380530
ENSG00000151422	ENSP00000281092
ENSG00000007968	ENSP00000355249
ENSG00000109919	ENSP00000303222
ENSG00000152076	ENSP00000308873
ENSG00000243364	ENSP00000414378
ENSG00000166886	ENSP00000300131
ENSG00000164220	ENSP00000296641
ENSG00000140320	ENSP00000396976
ENSG00000169105	ENSP00000307297
ENSG00000198093	ENSP00000347043
ENSG00000136816	ENSP00000259339
ENSG00000130803	ENSP00000247956
ENSG00000160803	ENSP00000357292
ENSG00000196747	ENSP00000351589
ENSG00000108823	ENSP00000262018
ENSG00000123240	ENSP00000368022
ENSG00000172831	ENSP00000317842
ENSG00000172379	ENSP00000307479
ENSG00000106591	ENSP00000223324
ENSG00000285043	ENSP00000378669
ENSG00000112137	ENSP00000329880
ENSG00000244038	ENSP00000399457
ENSG00000104549	ENSP00000265896
ENSG00000056050	ENSP00000406598
ENSG00000161642	ENSP00000338927
ENSG00000175591	ENSP00000310305
ENSG00000171631	ENSP00000480966
ENSG00000171204	ENSP00000351737
ENSG00000197121	ENSP00000346809
ENSG00000115541	ENSP00000233893
ENSG00000154188	ENSP00000428340
ENSG00000162009	ENSP00000293897
ENSG00000185313	ENSP00000390600
ENSG00000153975	ENSP00000357565
ENSG00000025796	ENSP00000357998
ENSG00000105202	ENSP00000221801
ENSG00000168394	ENSP00000346206
ENSG00000013375	ENSP00000425809
ENSG00000257923	ENSP00000353401
ENSG00000105835	ENSP00000222553
ENSG00000167468	ENSP00000346103
ENSG00000132017	ENSP00000254337
ENSG00000135913	ENSP00000258399
ENSG00000151150	ENSP00000280772
ENSG00000130669	ENSP00000469413
ENSG00000204209	ENSP00000363668
ENSG00000050426	ENSP00000389903
ENSG00000188827	ENSP00000294008
ENSG00000280987	ENSP00000354346
ENSG00000001631	ENSP00000378015
ENSG00000124299	ENSP00000244137
ENSG00000142669	ENSP00000270792
ENSG00000169862	ENSP00000307134
ENSG00000090621	ENSP00000361949
ENSG00000135482	ENSP00000257940
ENSG00000162910	ENSP00000403614
ENSG00000141349	ENSP00000269097
ENSG00000121350	ENSP00000240651
ENSG00000136243	ENSP00000258742
ENSG00000132780	ENSP00000255120
ENSG00000198373	ENSP00000352069
ENSG00000168056	ENSP00000301873
ENSG00000163781	ENSP00000260810
ENSG00000278619	ENSP00000481559
ENSG00000144218	ENSP00000386834
ENSG00000114503	ENSP00000326806
ENSG00000157778	ENSP00000288607
ENSG00000149506	ENSP00000278853
ENSG00000115738	ENSP00000234091
ENSG00000282301	ENSP00000480571
ENSG00000168036	ENSP00000344456
ENSG00000106246	ENSP00000292478
ENSG00000111247	ENSP00000228843
ENSG00000228049	ENSP00000351218
ENSG00000137731	ENSP00000292079
ENSG00000240038	ENSP00000354610
ENSG00000150316	ENSP00000475615
ENSG00000173641	ENSP00000310111
ENSG00000077097	ENSP00000396704
ENSG00000116128	ENSP00000234739
ENSG00000163125	ENSP00000358064
ENSG00000196944	ENSP00000355429
ENSG00000163466	ENSP00000295685
ENSG00000114902	ENSP00000478310
ENSG00000188782	ENSP00000390423
ENSG00000189266	ENSP00000334840
ENSG00000136695	ENSP00000376896
ENSG00000115866	ENSP00000264161
ENSG00000203852	ENSP00000385479
ENSG00000171150	ENSP00000305133
ENSG00000007923	ENSP00000366800
ENSG00000127483	ENSP00000312625
ENSG00000085465	ENSP00000358747
ENSG00000116584	ENSP00000354837
ENSG00000182389	ENSP00000438949
ENSG00000143337	ENSP00000435365
ENSG00000085832	ENSP00000360798
ENSG00000023516	ENSP00000025301
ENSG00000166510	ENSP00000466690
ENSG00000159212	ENSP00000290332
ENSG00000101144	ENSP00000379204
ENSG00000182240	ENSP00000332979
ENSG00000133112	ENSP00000477781
ENSG00000155659	ENSP00000363869
ENSG00000112902	ENSP00000371936
ENSG00000165474	ENSP00000372295
ENSG00000160285	ENSP00000380837
ENSG00000124784	ENSP00000369162
ENSG00000234602	ENSP00000426359
ENSG00000198053	ENSP00000382941
ENSG00000160310	ENSP00000380759
ENSG00000088756	ENSP00000392660
ENSG00000095713	ENSP00000359629
ENSG00000102076	ENSP00000358967
ENSG00000175691	ENSP00000319053
ENSG00000065989	ENSP00000370078
ENSG00000124207	ENSP00000262982
ENSG00000179454	ENSP00000379434
ENSG00000135069	ENSP00000365773
ENSG00000138162	ENSP00000358001
ENSG00000164400	ENSP00000296871
ENSG00000181803	ENSP00000313110
ENSG00000133433	ENSP00000290765
ENSG00000156471	ENSP00000430548
ENSG00000101665	ENSP00000262158
ENSG00000145839	ENSP00000274520
ENSG00000188895	ENSP00000462945
ENSG00000083750	ENSP00000262850
ENSG00000171311	ENSP00000359939
ENSG00000124596	ENSP00000420484
ENSG00000100216	ENSP00000216034
ENSG00000145147	ENSP00000422591
ENSG00000185737	ENSP00000361214
ENSG00000131127	ENSP00000240499
ENSG00000005884	ENSP00000007722
ENSG00000244588	ENSP00000386414
ENSG00000087460	ENSP00000360141
ENSG00000145241	ENSP00000273853
ENSG00000100299	ENSP00000216124
ENSG00000254598	ENSP00000473553
ENSG00000070882	ENSP00000315410
ENSG00000197616	ENSP00000386041
ENSG00000147548	ENSP00000313983
ENSG00000114520	ENSP00000251775
ENSG00000125814	ENSP00000482826
ENSG00000159199	ENSP00000377033
ENSG00000101892	ENSP00000218008
ENSG00000167113	ENSP00000300452
ENSG00000167315	ENSP00000285093
ENSG00000197921	ENSP00000367714
ENSG00000149503	ENSP00000378295
ENSG00000104381	ENSP00000220822
ENSG00000112367	ENSP00000230124
ENSG00000101180	ENSP00000342560
ENSG00000261236	ENSP00000455106
ENSG00000184831	ENSP00000368528
ENSG00000161956	ENSP00000314029
ENSG00000143869	ENSP00000272224
ENSG00000189337	ENSP00000365198
ENSG00000160014	ENSP00000291295
ENSG00000115163	ENSP00000336868
ENSG00000146223	ENSP00000418221
ENSG00000100815	ENSP00000267622
ENSG00000196449	ENSP00000362135
ENSG00000169550	ENSP00000416753
ENSG00000167768	ENSP00000252244
ENSG00000171469	ENSP00000303915
ENSG00000188986	ENSP00000339495
ENSG00000171217	ENSP00000356133
ENSG00000169612	ENSP00000307181
ENSG00000072506	ENSP00000168216
ENSG00000273899	ENSP00000352021
ENSG00000128581	ENSP00000320359
ENSG00000100060	ENSP00000349490
ENSG00000203760	ENSP00000357308
ENSG00000175073	ENSP00000309031
ENSG00000105085	ENSP00000263390
ENSG00000163285	ENSP00000295452
ENSG00000085276	ENSP00000264674
ENSG00000100813	ENSP00000262710
ENSG00000169314	ENSP00000384965
ENSG00000103227	ENSP00000262301
ENSG00000198028	ENSP00000301480
ENSG00000124159	ENSP00000361842
ENSG00000076662	ENSP00000160262
ENSG00000104691	ENSP00000479216
ENSG00000175003	ENSP00000355930
ENSG00000142949	ENSP00000353030
ENSG00000116157	ENSP00000354677
ENSG00000204967	ENSP00000435300
ENSG00000170289	ENSP00000316605
ENSG00000164144	ENSP00000395083
ENSG00000103150	ENSP00000262430
ENSG00000111727	ENSP00000229330
ENSG00000148296	ENSP00000361092
ENSG00000038002	ENSP00000264595
ENSG00000131446	ENSP00000404718
ENSG00000174697	ENSP00000312652
ENSG00000262660	ENSP00000461324
ENSG00000108469	ENSP00000317636
ENSG00000088002	ENSP00000201586
ENSG00000166165	ENSP00000299198
ENSG00000163510	ENSP00000387006
ENSG00000125885	ENSP00000368164
ENSG00000121236	ENSP00000369440
ENSG00000159459	ENSP00000290650
ENSG00000153113	ENSP00000379157
ENSG00000147852	ENSP00000371532
ENSG00000120800	ENSP00000261637
ENSG00000185303	ENSP00000361400
ENSG00000204310	ENSP00000378877
ENSG00000138135	ENSP00000360918
ENSG00000008853	ENSP00000427926
ENSG00000115539	ENSP00000264254
ENSG00000117262	ENSP00000319673
ENSG00000010539	ENSP00000395723
ENSG00000132581	ENSP00000247020
ENSG00000095739	ENSP00000364683
ENSG00000111875	ENSP00000229595
ENSG00000135723	ENSP00000258201
ENSG00000163254	ENSP00000282141
ENSG00000171855	ENSP00000369581
ENSG00000223501	ENSP00000409952
ENSG00000106018	ENSP00000262178
ENSG00000215018	ENSP00000382356
ENSG00000069966	ENSP00000261837
ENSG00000163347	ENSP00000295522
ENSG00000154415	ENSP00000284601
ENSG00000021762	ENSP00000263650
ENSG00000198947	ENSP00000354923
ENSG00000139350	ENSP00000451211
ENSG00000168243	ENSP00000375727
ENSG00000241119	ENSP00000346768
ENSG00000164897	ENSP00000376565
ENSG00000115828	ENSP00000344829
ENSG00000117691	ENSP00000355955
ENSG00000137145	ENSP00000473565
ENSG00000183684	ENSP00000421592
ENSG00000068400	ENSP00000365606
ENSG00000120215	ENSP00000370886
ENSG00000139329	ENSP00000266718
ENSG00000172270	ENSP00000333769
ENSG00000112394	ENSP00000357844
ENSG00000181827	ENSP00000453281
ENSG00000113722	ENSP00000231656
ENSG00000145743	ENSP00000437464
ENSG00000006059	ENSP00000007735
ENSG00000205301	ENSP00000421185
ENSG00000117318	ENSP00000363689
ENSG00000148602	ENSP00000361177
ENSG00000026025	ENSP00000446007
ENSG00000188321	ENSP00000468153
ENSG00000138772	ENSP00000264908
ENSG00000107957	ENSP00000348215
ENSG00000120217	ENSP00000370989
ENSG00000153933	ENSP00000284061
ENSG00000071462	ENSP00000401191
ENSG00000166869	ENSP00000300113
ENSG00000213347	ENSP00000401867
ENSG00000188039	ENSP00000428579
ENSG00000163468	ENSP00000295688
ENSG00000179950	ENSP00000434359
ENSG00000185088	ENSP00000331019
ENSG00000072778	ENSP00000438689
ENSG00000145675	ENSP00000428056
ENSG00000159720	ENSP00000290949
ENSG00000139722	ENSP00000267202
ENSG00000140297	ENSP00000379377
ENSG00000136240	ENSP00000258739
ENSG00000131375	ENSP00000253693
ENSG00000110955	ENSP00000262030
ENSG00000198056	ENSP00000350491
ENSG00000143224	ENSP00000356978
ENSG00000149476	ENSP00000378360
ENSG00000122873	ENSP00000363041
ENSG00000149016	ENSP00000308000
ENSG00000169718	ENSP00000346280
ENSG00000184508	ENSP00000377814
ENSG00000135587	ENSP00000258052
ENSG00000182070	ENSP00000369725
ENSG00000135346	ENSP00000482232
ENSG00000138792	ENSP00000265162
ENSG00000142871	ENSP00000398736
ENSG00000146247	ENSP00000275034
ENSG00000111671	ENSP00000428338
ENSG00000113812	ENSP00000336842
ENSG00000114982	ENSP00000396749
ENSG00000158485	ENSP00000357150
ENSG00000111237	ENSP00000480853
ENSG00000196850	ENSP00000346255
ENSG00000166441	ENSP00000346015
ENSG00000181873	ENSP00000355672
ENSG00000139579	ENSP00000369545
ENSG00000106263	ENSP00000354125
ENSG00000117385	ENSP00000236040
ENSG00000121101	ENSP00000240361
ENSG00000063244	ENSP00000307863
ENSG00000088038	ENSP00000351159
ENSG00000180481	ENSP00000448248
ENSG00000141510	ENSP00000269305
ENSG00000176547	ENSP00000321419
ENSG00000170092	ENSP00000485398
ENSG00000135390	ENSP00000377878
ENSG00000139055	ENSP00000266397
ENSG00000173157	ENSP00000374071
ENSG00000089250	ENSP00000477999
ENSG00000183856	ENSP00000354451
ENSG00000149716	ENSP00000279147
ENSG00000125207	ENSP00000245255
ENSG00000082805	ENSP00000468263
ENSG00000123095	ENSP00000242728
ENSG00000090615	ENSP00000204726
ENSG00000151239	ENSP00000449428
ENSG00000116819	ENSP00000362332
ENSG00000163563	ENSP00000357123
ENSG00000110844	ENSP00000448073
ENSG00000275832	ENSP00000481862
ENSG00000119772	ENSP00000264709
ENSG00000128595	ENSP00000438248
ENSG00000184022	ENSP00000329210
ENSG00000120068	ENSP00000239144
ENSG00000117600	ENSP00000359204
ENSG00000186074	ENSP00000462309
ENSG00000266094	ENSP00000462099
ENSG00000273049	ENSP00000476742
ENSG00000152291	ENSP00000386443
ENSG00000134532	ENSP00000398273
ENSG00000133884	ENSP00000436901
ENSG00000054938	ENSP00000263671
ENSG00000144354	ENSP00000306968
ENSG00000115919	ENSP00000264170
ENSG00000143776	ENSP00000355731
ENSG00000117153	ENSP00000356230
ENSG00000115129	ENSP00000238721
ENSG00000153561	ENSP00000283632
ENSG00000069424	ENSP00000367323
ENSG00000010803	ENSP00000318094
ENSG00000163565	ENSP00000357113
ENSG00000079308	ENSP00000171887
ENSG00000120942	ENSP00000366006
ENSG00000143622	ENSP00000357305
ENSG00000188770	ENSP00000356191
ENSG00000158270	ENSP00000383115
ENSG00000124151	ENSP00000361066
ENSG00000196433	ENSP00000370639
ENSG00000073712	ENSP00000342858
ENSG00000182871	ENSP00000347665
ENSG00000178462	ENSP00000369784
ENSG00000197563	ENSP00000350263
ENSG00000154359	ENSP00000381298
ENSG00000230797	ENSP00000389381
ENSG00000164741	ENSP00000276297
ENSG00000173198	ENSP00000478492
ENSG00000177426	ENSP00000327959
ENSG00000133398	ENSP00000255764
ENSG00000141959	ENSP00000269848
ENSG00000138303	ENSP00000339404
ENSG00000167034	ENSP00000370253
ENSG00000189306	ENSP00000321449
ENSG00000133169	ENSP00000361813
ENSG00000182346	ENSP00000483757
ENSG00000125863	ENSP00000246062
ENSG00000147255	ENSP00000359940
ENSG00000031691	ENSP00000337289
ENSG00000124813	ENSP00000360493
ENSG00000170927	ENSP00000360158
ENSG00000148572	ENSP00000277746
ENSG00000113597	ENSP00000409231
ENSG00000123191	ENSP00000242839
ENSG00000053747	ENSP00000324532
ENSG00000183354	ENSP00000382815
ENSG00000196664	ENSP00000370034
ENSG00000197641	ENSP00000341584
ENSG00000133424	ENSP00000347088
ENSG00000148824	ENSP00000323047
ENSG00000185252	ENSP00000483077
ENSG00000064490	ENSP00000305071
ENSG00000166166	ENSP00000374399
ENSG00000184481	ENSP00000363377
ENSG00000203791	ENSP00000357829
ENSG00000187535	ENSP00000406012
ENSG00000130287	ENSP00000252575
ENSG00000108306	ENSP00000264658
ENSG00000178184	ENSP00000343144
ENSG00000100319	ENSP00000344241
ENSG00000186529	ENSP00000221307
ENSG00000147676	ENSP00000479708
ENSG00000182674	ENSP00000430846
ENSG00000180447	ENSP00000298743
ENSG00000169188	ENSP00000364126
ENSG00000178802	ENSP00000318318
ENSG00000167656	ENSP00000301263
ENSG00000187994	ENSP00000467107
ENSG00000061455	ENSP00000384725
ENSG00000166246	ENSP00000299320
ENSG00000215182	ENSP00000485659
ENSG00000108984	ENSP00000468348
ENSG00000186188	ENSP00000360538
ENSG00000196814	ENSP00000354772
ENSG00000173546	ENSP00000312506
ENSG00000197016	ENSP00000333223
ENSG00000185100	ENSP00000333019
ENSG00000108510	ENSP00000380888
ENSG00000077264	ENSP00000353864
ENSG00000118496	ENSP00000237281
ENSG00000186265	ENSP00000333919
ENSG00000259956	ENSP00000454545
ENSG00000113594	ENSP00000263409
ENSG00000139626	ENSP00000267082
ENSG00000204138	ENSP00000362942
ENSG00000242550	ENSP00000238508
ENSG00000175220	ENSP00000310491
ENSG00000160948	ENSP00000366565
ENSG00000068394	ENSP00000156109
ENSG00000167981	ENSP00000301744
ENSG00000113742	ENSP00000265085
ENSG00000249773	ENSP00000390331
ENSG00000163879	ENSP00000296218
ENSG00000112659	ENSP00000252050
ENSG00000012061	ENSP00000013807
ENSG00000123143	ENSP00000343325
ENSG00000157005	ENSP00000287641
ENSG00000163541	ENSP00000377446
ENSG00000158104	ENSP00000289004
ENSG00000168615	ENSP00000419446
ENSG00000088205	ENSP00000263239
ENSG00000136888	ENSP00000363162
ENSG00000171049	ENSP00000468897
ENSG00000198876	ENSP00000355114
ENSG00000105647	ENSP00000222254
ENSG00000112855	ENSP00000230771
ENSG00000182810	ENSP00000332340
ENSG00000125826	ENSP00000348632
ENSG00000171492	ENSP00000338887
ENSG00000140678	ENSP00000454623
ENSG00000090661	ENSP00000251363
ENSG00000148290	ENSP00000361042
ENSG00000148300	ENSP00000361010
ENSG00000163083	ENSP00000295228
ENSG00000196378	ENSP00000341528
ENSG00000101150	ENSP00000217121
ENSG00000107736	ENSP00000381768
ENSG00000108587	ENSP00000225724
ENSG00000115221	ENSP00000283249
ENSG00000147679	ENSP00000308332
ENSG00000128739	ENSP00000382972
ENSG00000113013	ENSP00000297185
ENSG00000150779	ENSP00000438455
ENSG00000106028	ENSP00000419665
ENSG00000185880	ENSP00000453177
ENSG00000102225	ENSP00000276052
ENSG00000110887	ENSP00000228476
ENSG00000182687	ENSP00000329684
ENSG00000183840	ENSP00000327417
ENSG00000158985	ENSP00000427421
ENSG00000066468	ENSP00000410294
ENSG00000160808	ENSP00000379210
ENSG00000136868	ENSP00000363329
ENSG00000070814	ENSP00000367028
ENSG00000174903	ENSP00000310226
ENSG00000179918	ENSP00000418669
ENSG00000102030	ENSP00000417763
ENSG00000168610	ENSP00000264657
ENSG00000165219	ENSP00000377664
ENSG00000053900	ENSP00000426654
ENSG00000130649	ENSP00000440689
ENSG00000100591	ENSP00000216479
ENSG00000137449	ENSP00000443985
ENSG00000166741	ENSP00000441434
ENSG00000140022	ENSP00000450857
ENSG00000174339	ENSP00000312403
ENSG00000114209	ENSP00000376506
ENSG00000184743	ENSP00000381844
ENSG00000123416	ENSP00000336799
ENSG00000138193	ENSP00000360431
ENSG00000167642	ENSP00000301244
ENSG00000138449	ENSP00000261024
ENSG00000105270	ENSP00000353732
ENSG00000125505	ENSP00000245615
ENSG00000188379	ENSP00000369554
ENSG00000163399	ENSP00000445306
ENSG00000129691	ENSP00000340896
ENSG00000132915	ENSP00000255266
ENSG00000165434	ENSP00000298198
ENSG00000153832	ENSP00000283946
ENSG00000078795	ENSP00000290431
ENSG00000105325	ENSP00000378529
ENSG00000105700	ENSP00000472836
ENSG00000086598	ENSP00000262225
ENSG00000118785	ENSP00000378517
ENSG00000182107	ENSP00000450842
ENSG00000140030	ENSP00000267549
ENSG00000140830	ENSP00000268483
ENSG00000163743	ENSP00000321239
ENSG00000104848	ENSP00000221444
ENSG00000126821	ENSP00000247225
ENSG00000155542	ENSP00000285947
ENSG00000139263	ENSP00000326759
ENSG00000253506	ENSP00000427802
ENSG00000114757	ENSP00000419975
ENSG00000163001	ENSP00000342699
ENSG00000167615	ENSP00000318374
ENSG00000049541	ENSP00000055077
ENSG00000167371	ENSP00000456226
ENSG00000106665	ENSP00000223398
ENSG00000121413	ENSP00000470123
ENSG00000104140	ENSP00000220507
ENSG00000104432	ENSP00000263851
ENSG00000149418	ENSP00000278742
ENSG00000130783	ENSP00000253079
ENSG00000126934	ENSP00000262948
ENSG00000184500	ENSP00000377783
ENSG00000109381	ENSP00000377782
ENSG00000178403	ENSP00000317333
ENSG00000169752	ENSP00000378367
ENSG00000196911	ENSP00000357552
ENSG00000179580	ENSP00000456566
ENSG00000139637	ENSP00000267103
ENSG00000166352	ENSP00000403937
ENSG00000114270	ENSP00000332371
ENSG00000176485	ENSP00000320337
ENSG00000041982	ENSP00000265131
ENSG00000111725	ENSP00000229328
ENSG00000164045	ENSP00000303706
ENSG00000169131	ENSP00000337122
ENSG00000129009	ENSP00000249842
ENSG00000186431	ENSP00000347714
ENSG00000125730	ENSP00000245907
ENSG00000197561	ENSP00000466090
ENSG00000177186	ENSP00000324557
ENSG00000168778	ENSP00000304941
ENSG00000124003	ENSP00000406674
ENSG00000180185	ENSP00000372112
ENSG00000168101	ENSP00000306670
ENSG00000110455	ENSP00000263776
ENSG00000105369	ENSP00000221972
ENSG00000172156	ENSP00000302234
ENSG00000178358	ENSP00000320560
ENSG00000146809	ENSP00000397655
ENSG00000139697	ENSP00000387361
ENSG00000055130	ENSP00000326804
ENSG00000169313	ENSP00000307259
ENSG00000122515	ENSP00000311778
ENSG00000168497	ENSP00000305675
ENSG00000152795	ENSP00000483254
ENSG00000213024	ENSP00000471191
ENSG00000118058	ENSP00000436786
ENSG00000119013	ENSP00000237889
ENSG00000117245	ENSP00000247986
ENSG00000131236	ENSP00000361883
ENSG00000128694	ENSP00000264151
ENSG00000085741	ENSP00000325526
ENSG00000134259	ENSP00000358525
ENSG00000170423	ENSP00000306261
ENSG00000144560	ENSP00000404251
